Id,SalePrice
1461,127380.048
1462,154920.2196
1463,183272.5062
1464,183374.8584
1465,198678.8998
1466,184040.6238
1467,166815.0252
1468,175010.3804
1469,183210.4288
1470,125908.8112
1471,203109.9778
1472,93593.5982
1473,97748.2674
1474,153664.2002
1475,144377.3524
1476,376141.2242
1477,252851.0866
1478,300721.4248
1479,247462.4352
1480,502780.9986
1481,301366.6792
1482,208179.366
1483,177964.5958
1484,173366.6294
1485,171086.5366
1486,184625.9166
1487,313845.5872
1488,242884.2386
1489,208516.8616
1490,197794.7724
1491,189558.813
1492,97288.346
1493,183429.347
1494,301675.6504
1495,298118.9248
1496,226869.8966
1497,192180.4322
1498,155003.328
1499,153707.4396
1500,154073.0242
1501,171006.1302
1502,161120.7294
1503,272834.8956
1504,233682.0304
1505,214799.6248
1506,183294.8612
1507,219786.0968
1508,206612.963
1509,161943.7298
1510,153211.4792
1511,151180.614
1512,172411.9464
1513,153498.1188
1514,160757.2572
1515,179832.9714
1516,160337.661
1517,153553.6206
1518,132102.4158
1519,227927.2424
1520,138821.7972
1521,145869.354
1522,159314.6766
1523,112338.1638
1524,123757.2614
1525,124292.6486
1526,127732.7038
1527,110258.6276
1528,126731.0974
1529,142726.8226
1530,169434.9272
1531,126793.0862
1532,105825.7142
1533,149009.2228
1534,117518.5208
1535,161080.5018
1536,118030.487
1537,76749.935
1538,195883.979
1539,232571.3982
1540,113723.2612
1541,149828.9482
1542,144234.0806
1543,211449.883
1544,83097.1888
1545,102746.4402
1546,120816.3978
1547,138074.1986
1548,134378.0788
1549,115083.0522
1550,135947.7396
1551,119553.2736
1552,150417.067
1553,148613.7462
1554,109565.3412
1555,170831.1386
1556,95678.5488
1557,126944.2174
1558,90443.1756
1559,122218.3768
1560,148397.1792
1561,152072.3408
1562,128484.3378
1563,125342.0416
1564,163809.0166
1565,154545.6936
1566,234352.9146
1567,81536.676
1568,228980.1248
1569,146955.8136
1570,129564.8842
1571,137651.9016
1572,145199.8872
1573,244425.3972
1574,120666.1362
1575,220997.5464
1576,214463.7902
1577,202384.9556
1578,154069.354
1579,141525.2664
1580,189567.8978
1581,144614.5854
1582,128880.6036
1583,335897.0228
1584,233992.817
1585,139882.276
1586,73312.7254
1587,103804.2772
1588,154021.6334
1589,104572.985
1590,133359.6106
1591,103798.196
1592,127696.2556
1593,118982.2532
1594,134999.5854
1595,120944.7678
1596,226371.885
1597,162201.8796
1598,180376.5942
1599,205479.3376
1600,196056.1296
1601,81896.5862
1602,111750.4652
1603,94430.94
1604,283116.7922
1605,254222.58
1606,168054.2594
1607,169115.1594
1608,214206.3762
1609,194255.898
1610,160981.8506
1611,150155.5972
1612,164664.1536
1613,166473.343
1614,121775.8288
1615,88723.52
1616,82480.2882
1617,90810.5064
1618,127113.1274
1619,135496.4372
1620,150298.4276
1621,137473.5036
1622,153119.2852
1623,290104.6802
1624,213234.3886
1625,129291.6508
1626,170083.4294
1627,188705.3166
1628,280431.3782
1629,176540.1304
1630,348263.815
1631,225789.5986
1632,242349.8266
1633,169659.7882
1634,181149.7864
1635,180717.4176
1636,159936.4002
1637,175880.5888
1638,215580.359
1639,177434.1036
1640,246200.477
1641,179566.3658
1642,227021.3238
1643,228444.9558
1644,227397.3776
1645,181244.9324
1646,152468.712
1647,168371.2644
1648,143031.8096
1649,140119.7556
1650,124794.7056
1651,123732.6134
1652,92970.3444
1653,96880.0988
1654,158239.5108
1655,162353.585
1656,151100.4656
1657,156178.559
1658,155347.0716
1659,149657.0148
1660,146280.7792
1661,421117.566
1662,373852.847
1663,379785.1252
1664,441790.6612
1665,319196.9428
1666,339751.2964
1667,344466.767
1668,325668.9134
1669,306906.8046
1670,340189.1084
1671,267402.3942
1672,451790.6898
1673,300031.0368
1674,253600.8812
1675,184515.9326
1676,184599.6106
1677,210254.4224
1678,471138.7324
1679,377373.8222
1680,326704.6094
1681,272634.7168
1682,306282.0778
1683,187016.1006
1684,171493.9244
1685,173843.509
1686,168620.1168
1687,167937.223
1688,182281.7546
1689,187788.2076
1690,184110.6352
1691,173535.4066
1692,264736.2802
1693,170438.3388
1694,185491.214
1695,170391.5192
1696,263463.2732
1697,171844.223
1698,337816.114
1699,322425.5814
1700,235302.885
1701,261544.8166
1702,259429.8362
1703,257584.666
1704,292192.9912
1705,227777.7192
1706,401692.2916
1707,222670.3244
1708,215991.443
1709,288269.622
1710,225267.8566
1711,267380.703
1712,238265.2242
1713,249796.7356
1714,219790.6348
1715,202364.2874
1716,181124.112
1717,169749.9672
1718,128813.4202
1719,199774.218
1720,249910.0348
1721,170863.8666
1722,119335.659
1723,155328.1914
1724,213868.6176
1725,230258.8004
1726,186714.1976
1727,173174.1902
1728,187476.8526
1729,164407.2782
1730,159562.8806
1731,128275.6028
1732,133167.0366
1733,124384.5152
1734,132413.648
1735,130504.9388
1736,118038.2562
1737,363780.0686
1738,214008.5812
1739,266592.2088
1740,191713.0916
1741,179712.164
1742,171965.7844
1743,166651.879
1744,308114.3752
1745,231457.97
1746,267749.5562
1747,221294.9796
1748,202666.7782
1749,161325.0708
1750,147501.6886
1751,229328.932
1752,124107.0962
1753,144698.8752
1754,222781.7004
1755,165222.9962
1756,121913.9822
1757,119559.3036
1758,149872.1764
1759,171185.2996
1760,163304.7334
1761,153181.1162
1762,177074.0494
1763,165152.7384
1764,119002.3852
1765,168000.7272
1766,173436.8296
1767,205440.866
1768,140220.169
1769,175119.279
1770,139580.3272
1771,135827.75
1772,142414.6556
1773,141267.6328
1774,135343.8052
1775,135518.4402
1776,121207.7604
1777,116326.797
1778,132343.4758
1779,113504.112
1780,175489.0922
1781,133168.6218
1782,99953.771
1783,126970.7154
1784,97165.434
1785,118923.1394
1786,152302.3906
1787,169857.9378
1788,58777.7352
1789,99749.678
1790,93598.8232
1791,170390.5004
1792,153295.849
1793,139637.0554
1794,140176.7386
1795,138180.1448
1796,118458.2692
1797,115059.1668
1798,125445.1486
1799,116191.1606
1800,117968.4504
1801,131894.1268
1802,151586.8906
1803,148218.8742
1804,140136.0674
1805,135817.7718
1806,111891.5276
1807,146221.633
1808,119359.1546
1809,125466.7266
1810,144742.7108
1811,116024.1706
1812,113630.4532
1813,124120.3622
1814,101392.2042
1815,64345.8348
1816,101269.2674
1817,127230.4406
1818,141797.9692
1819,110060.9972
1820,76619.2542
1821,124851.6008
1822,149829.2284
1823,59583.5634
1824,133138.8616
1825,138463.9846
1826,100185.2762
1827,109996.0786
1828,137586.3998
1829,114988.5814
1830,142750.1682
1831,181733.0624
1832,113482.797
1833,145596.9552
1834,133315.3294
1835,180174.0492
1836,131219.0502
1837,102139.0344
1838,133814.2682
1839,91327.2784
1840,163846.4776
1841,149115.9036
1842,88119.6524
1843,140323.0312
1844,133440.2622
1845,143560.0222
1846,149676.7898
1847,153398.1328
1848,59689.1702
1849,119863.9928
1850,129601.0838
1851,155344.137
1852,128140.6244
1853,139538.8872
1854,174760.829
1855,145096.903
1856,220234.1586
1857,160657.7106
1858,136145.2224
1859,120838.9086
1860,155601.9084
1861,120295.0134
1862,269329.2552
1863,266759.069
1864,266759.069
1865,330854.7054
1866,324788.1462
1867,241751.2148
1868,307070.2214
1869,198600.7638
1870,243313.1246
1871,253098.3748
1872,170304.948
1873,222786.3352
1874,140366.8594
1875,215162.4276
1876,191869.83
1877,217458.856
1878,209451.2276
1879,133631.796
1880,135645.1848
1881,246187.6324
1882,255619.5522
1883,195436.3116
1884,221433.487
1885,257296.0884
1886,302810.073
1887,206902.4282
1888,277219.3414
1889,164412.0972
1890,138330.3828
1891,141361.6058
1892,113520.719
1893,138805.9344
1894,131326.1854
1895,149225.943
1896,123668.7482
1897,112611.349
1898,104217.7042
1899,123081.3966
1900,143904.0738
1901,163387.3482
1902,141414.9558
1903,213408.3958
1904,134777.4158
1905,173566.9062
1906,152374.6232
1907,194897.1012
1908,116793.4322
1909,135285.3018
1910,126715.5676
1911,192242.2878
1912,263929.1664
1913,151718.0892
1914,67511.7734
1915,329006.0018
1916,75430.3606
1917,256524.7854
1918,135337.5424
1919,155412.3692
1920,154423.3842
1921,405465.784
1922,333865.7776
1923,203609.7228
1924,233031.803
1925,224520.4442
1926,390010.005
1927,141911.2862
1928,160446.8998
1929,128013.9612
1930,126128.8006
1931,137132.2922
1932,136241.6302
1933,172741.7496
1934,182095.5604
1935,176859.3834
1936,191660.4276
1937,188054.6972
1938,168821.6546
1939,246317.0132
1940,199833.3738
1941,177414.9774
1942,192195.5468
1943,202460.4712
1944,310940.4436
1945,373642.9652
1946,159688.5056
1947,302550.3062
1948,175411.761
1949,236883.6246
1950,182167.0128
1951,275595.4364
1952,239214.6366
1953,164726.9472
1954,207034.7122
1955,130467.4232
1956,284658.8946
1957,155552.9944
1958,310136.5366
1959,142926.8274
1960,116769.1592
1961,125023.5224
1962,92187.6932
1963,104412.5694
1964,112227.5694
1965,155852.6042
1966,159390.9636
1967,285202.14
1968,392844.9012
1969,391091.776
1970,427837.2494
1971,391422.5706
1972,360531.7088
1973,265886.526
1974,315955.7374
1975,458882.5576
1976,271965.5498
1977,362029.4892
1978,341703.5918
1979,324104.471
1980,193165.8558
1981,330306.9724
1982,229251.7398
1983,214187.6666
1984,167864.3192
1985,219826.8138
1986,226881.138
1987,179399.7154
1988,178548.3236
1989,181652.4888
